,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
2,"Sunday, Apr 1 (1)",DET,Home,PIT,0.0,1.0,0-2,5.0,2.5,D,-2
3,"Sunday, Apr 1 (2)",DET,Home,PIT,6.0,8.0,0-3,5.0,2.5,N,-3
4,"Monday, Apr 2",DET,Home,KCR,6.0,1.0,1-3,4.0,1.5,D,1
5,"Tuesday, Apr 3",DET,Home,KCR,0.0,1.0,1-4,5.0,1.5,D,-1
6,"Thursday, Apr 5",DET,@,CHW,9.0,7.0,2-4,3.0,2.0,D,1
7,"Saturday, Apr 7",DET,@,CHW,6.0,1.0,3-4,2.0,1.0,D,2
8,"Sunday, Apr 8",DET,@,CHW,1.0,0.0,4-4,2.0,0.5,D,3
9,"Monday, Apr 9",DET,@,CLE,0.0,2.0,4-5,3.0,0.5,N,-1
10,"Tuesday, Apr 10",DET,@,CLE,1.0,2.0,4-6,3.0,1.5,N,-2
11,"Wednesday, Apr 11",DET,@,CLE,1.0,5.0,4-7,3.0,2.5,N,-3
12,"Thursday, Apr 12",DET,@,CLE,3.0,9.0,4-8,3.0,3.5,N,-4
13,"Friday, Apr 13",DET,Home,NYY,6.0,8.0,4-9,4.0,4.0,N,-5
14,"Tuesday, Apr 17",DET,Home,BAL,4.0,2.0,5-9,3.0,3.5,N,1
15,"Wednesday, Apr 18",DET,Home,BAL,6.0,5.0,6-9,3.0,3.0,D,2
16,"Thursday, Apr 19",DET,Home,BAL,13.0,8.0,7-9,3.0,2.5,D,3
17,"Friday, Apr 20 (1)",DET,Home,KCR,3.0,2.0,8-9,3.0,2.0,D,4
18,"Friday, Apr 20 (2)",DET,Home,KCR,2.0,3.0,8-10,3.0,2.0,N,-1
19,"Saturday, Apr 21",DET,Home,KCR,12.0,4.0,9-10,3.0,1.5,D,1
20,"Sunday, Apr 22",DET,Home,KCR,5.0,8.0,9-11,3.0,2.5,D,-1
21,"Wednesday, Apr 25 (1)",DET,@,PIT,13.0,10.0,10-11,2.0,3.0,D,1
22,"Wednesday, Apr 25 (2)",DET,@,PIT,3.0,8.0,10-12,2.0,3.0,N,-1
23,"Thursday, Apr 26",DET,@,PIT,0.0,1.0,10-13,2.0,3.0,D,-2
24,"Friday, Apr 27",DET,@,BAL,0.0,6.0,10-14,2.0,4.0,N,-3
25,"Saturday, Apr 28",DET,@,BAL,9.0,5.0,11-14,2.0,3.0,N,1
26,"Sunday, Apr 29",DET,@,BAL,3.0,5.0,11-15,2.0,3.0,D,-1
27,"Monday, Apr 30",DET,Home,TBR,2.0,3.0,11-16,2.0,4.0,N,-2
28,"Tuesday, May 1",DET,Home,TBR,2.0,1.0,12-16,2.0,3.0,N,1
29,"Wednesday, May 2",DET,Home,TBR,3.0,2.0,13-16,2.0,3.0,D,2
30,"Thursday, May 3",DET,@,KCR,6.0,10.0,13-17,2.0,3.5,D,-1
31,"Friday, May 4",DET,@,KCR,2.0,4.0,13-18,2.0,3.5,N,-2
32,"Saturday, May 5",DET,@,KCR,3.0,2.0,14-18,2.0,2.5,D,1
33,"Sunday, May 6",DET,@,KCR,2.0,4.0,14-19,3.0,2.5,D,-1
34,"Monday, May 7",DET,@,TEX,6.0,7.0,14-20,3.0,3.0,N,-2
35,"Tuesday, May 8",DET,@,TEX,7.0,4.0,15-20,3.0,2.0,N,1
36,"Wednesday, May 9",DET,@,TEX,4.0,5.0,15-21,3.0,3.0,D,-1
37,"Saturday, May 12 (1)",DET,Home,SEA,4.0,3.0,16-21,3.0,3.0,D,1
38,"Saturday, May 12 (2)",DET,Home,SEA,5.0,9.0,16-22,3.0,3.0,N,-1
39,"Sunday, May 13",DET,Home,SEA,5.0,4.0,17-22,3.0,3.0,D,1
40,"Monday, May 14",DET,Home,CLE,6.0,3.0,18-22,3.0,2.0,N,2
